Contribution-ID,Permalink,Posted message,Type,Posted,share,like,comment,Readers of content during runtime,Reaction during runtime
191341015013_10157139086100014,https://www.facebook.com/berlinertafel.ev/posts/10157139086100014,"BESUCH AUS TAIWAN  Es war uns ein Vergnügen unsere zwei Praktikantinnen, Hsin-Chun und Sung-Ting von der Chaoyang University of Technologies in Taichung (Taiwan), Fachgebiet soziale Arbeit, hier empfangen zu können. Unsere Vorsitzende, Sabine Werth, lernte sie auf ihrer Reise nach Taiwan kennen, bei der sie bei einer Internationalen Konferenz der Food Banks einen Vortrag hielt. Die Beiden waren so begeistert von unserem Konzept der Tafel, dass sie gerne ein 5-wöchiges Praktikum bei uns absolvieren wollten. Über die Wochen hatten sie die Möglichkeit einen Einblick in unseren Betrieb zu haben: vom Einsammeln, Sortieren und Weiterverteilen der Lebensmittel hin zu einem Besuch einer LAIB und SEELE Ausgabestelle, als auch in unserem KIMBA-Bereich.  Wir werden sie sehr vermissen und wünschen ihnen alles Gute für ihre zukünftigen Ziele.  Vielen Dank ihr beiden! 多谢!  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - It was a pleasure to welcome our two interns, Hsin-Chun and Sung-Ting, from the Chaoyang University of Technology`s Department of Social Work in Taichung, Taiwan. Our Chairwoman, Sabine Werth, met them on her journey to Taiwan where she was invited to speak at an international conference on food banks and they were so excited by our concept that they asked to volunteer for a 5 week internship with us. Over the weeks they have had the chance to experience every aspect of our operation from collecting, sorting and delivering food to assisting at LAIB und SEELE as well as helping out our KIMBA team.  We will miss them and wish them all the best in their future endeavors.  Many thanks girls! 多谢!",Photo,2016-06-27 02:29:32,,13.0,1.0,38,51
191341015013_10158056699060014,https://www.facebook.com/berlinertafel.ev/posts/10158056699060014,Berliner Tafel e.V.s Titelbild,Photo,2016-12-31 03:06:15,1.0,36.0,0.0,26,41
191341015013_10158056708675014,https://www.facebook.com/berlinertafel.ev/posts/10158056708675014:0,"FROHES NEUES JAHR  Das gesamte Team der Berliner Tafel wünscht euch einen guten Rutsch ins Neue Jahr, mit positiven Ergebnissen beim Bleigießen, vielen leckeren Pfannkuchen und einem guten Blick auf das Feuerwerk.",Photo,2016-12-31 03:12:43,1.0,22.0,3.0,37,49
191341015013_10158068708085014,https://www.facebook.com/berlinertafel.ev/posts/10158068708085014:0,"GEMÜSE DES MONATS JANUAR  Dieser Kohl trägt seine Herkunft bereits mehr oder weniger im Namen, im asiatischen Raum ist er bereits seit dem 5. Jahrhundert bekannt. Bis das Gemüse es nach Europa schaffte, dauerte es jedoch bis ins 20. Jahrhundert. Heutzutage wird der Chinakohl in Deutschland vor allem in Bayern und Nordrhein-Westfalen angebaut. Wenig Kalorien und Fett, dafür viel Vitamin C und ein hoher Folsäuregehalt sorgen dafür, dass der Kohl nicht nur gut schmeckt, sondern auch äußerst gesund ist.",Photo,2017-01-02 02:29:43,2.0,7.0,1.0,65,78
191341015013_10158074805985014,https://www.facebook.com/berlinertafel.ev/posts/10158074805985014:0,"VEREINTE NATIONEN  Am 30. Dezember war es ein riesiges Vergnügen, 9 energiegeladene Ehrenamtliche aus Eritrea, Bahrain, Syrien, Indien, Schweiz, Deutschland, USA, Iran und Brasilien zu Besuch zu haben. Sie haben sich bei uns im Hause vereint, um uns bei unserer letzten Sortieraktion 2016 zu unterstützen.  Vielen Dank an alle für die hervorragende Kooperation und an vostel.de - die fantastische Organisation, die alle zusammen gebracht hat!  Frohes neues Jahr 2017!  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -   UNITED NATIONS  On December 30th, it was a great pleasure to welcome 9 energetic volunteers, from Eritrea, Bahrain, Syria, India, Switzerland, Germany, USA, Iran and Brazil, who united together to help us with our final sorting action of 2016.   Thank you to everybody for the brilliant cooperation as well as to vostel.de, the fantastic organization that brought them all together!  Happy New Year 2017!",Photo,2017-01-03 06:00:19,4.0,50.0,3.0,108,220
191341015013_10158079953010014,https://www.facebook.com/berlinertafel.ev/posts/10158079953010014:0,"KAFFEE, HÜBSCH VERPACKT  Heute haben wir von Berlin Recycling einige Kaffeedosen gefüllt mit Kaffee überreicht bekommen. Auf den Dosen sind die Motive der charmant-witzigen Tonnenboy-Kalender aus den vergangenen Jahren abgebildet. Vielen Dank für diese Spende, die wir nun sinnvoll weitergeben werden!",Photo,2017-01-04 04:34:38,3.0,28.0,1.0,91,130
191341015013_10158079637345014,https://www.facebook.com/berlinertafel.ev/posts/10158079637345014:0,"GROßE HILFE  Die Berliner Tafel ist täglich im Einsatz. Damit das weiter so bleiben kann, hat uns die Mercedes Benz Niederlassung Neudecker Weg in Berlin Rudow für unseren kaputten LKW einen Ersatz zur Verfügung gestellt. Herzlichen Dank für die Hilfe!",Photo,2017-01-05 05:27:11,2.0,52.0,2.0,55,74
191341015013_10158089715445014,https://www.facebook.com/berlinertafel.ev/posts/10158089715445014,"ETWAS WARMES BRAUCHT DER MENSCH  Bei den eisigen Temperaturen da draußen bekommt man doch wieder richtig Appetit auf ein wärmendes Süppchen... Schaut doch mal, welches Restaurant bei euch ums Eck eine #SUPPEMITSINN anbietet und verbindet das Nützliche mit dem Guten. Pro verkaufter Suppe geht 1 € an die #BerlinerTafel. Teilnehmende Restaurants: http://bit.ly/1sABmrr  Lasst sie euch schmecken!",Link,2017-01-06 00:55:38,3.0,22.0,0.0,30,46
191341015013_10158104265865014,https://www.facebook.com/berlinertafel.ev/posts/10158104265865014,Finden wir richtig gut!,SharedVideo,2017-01-09 00:48:10,,31.0,1.0,127,167
191341015013_10158109320560014,https://www.facebook.com/berlinertafel.ev/posts/10158109320560014,Berliner Tafel e.V.s Titelbild,Photo,2017-01-10 01:26:20,1.0,21.0,0.0,27,38
191341015013_10158110045900014,https://www.facebook.com/berlinertafel.ev/posts/10158110045900014:0,"SIEMENS SORTIERT SUPER!  Ein riesiges Dankeschön an das Team von Siemens AG Energy Management Division, das uns gestern fleißig beim Obst- und Gemüsesortieren unterstützt hat. Es war ein Vergnügen, sie für den Tag begrüßen zu dürfen und ihre sehr positive Energy war im ganzen Haus zu spüren!",Photo,2017-01-10 06:03:43,1.0,10.0,0.0,37,58
191341015013_10158121938085014,https://www.facebook.com/berlinertafel.ev/posts/10158121938085014:0,"DIE MUTTER ALLER TAFELN WIRD 60  Sabine Werth hat 1993 in Berlin die erste Tafel gegründet, mittlerweile gibt es bundesweit mehr als 920 Tafeln.  Am 16.1.2017 feiert die Vorsitzende der Berliner Tafel ihren 60. Geburtstag.  Einen kleinen Blick in ihre Biografie erhaltet ihr hier: http://bit.ly/2igaVaH",Photo,2017-01-12 04:02:57,4.0,49.0,0.0,73,109
191341015013_10158122238625014,https://www.facebook.com/berlinertafel.ev/posts/10158122238625014:0,"MAY THE (SALES)FORCE BE WITH YOU!   Diese war gestern bei uns in Form von 5 kraftvollen MitarbeiterInnen der Firma SALESFORCE, die uns fleißig beim Obst- und Gemüsesortieren geholfen haben.  Vielen Dank für die Unterstützung!",Photo,2017-01-12 08:00:01,2.0,33.0,0.0,69,100
191341015013_10158127013255014,https://www.facebook.com/berlinertafel.ev/posts/10158127013255014,"VERSTÄRKUNG GESUCHT!  Möchtet ihr uns bei der INTERNATIONALEN GRÜNEN WOCHE helfen, Lebensmittel zu retten? Bei Interesse bitte hier klicken: http://bit.ly/2j79SqU  Vielen Dank! ____________________________________________________  INTERNATIONAL GREEN WEEK  Would you like to help us rescue food at the Green Week food fair? If so, please click here: http://bit.ly/2j79SqU  Many thanks!  #IGW2017 #HelferInnengesucht #Lebensmittelretten #BerlinerTafel #vostel",Link,2017-01-13 00:39:25,12.0,31.0,4.0,100,154
191341015013_10158141795815014,https://www.facebook.com/berlinertafel.ev/posts/10158141795815014,"DIE MUTTER ALLER TAFELN IST 60  Heute ist Sabine Werth, Vorsitzende und Gründerin der Berliner Tafel, 60 Jahre! Wir gratulieren von <3-en!",Photo,2017-01-16 02:09:50,8.0,126.0,13.0,168,269
191341015013_10158142462290014,https://www.facebook.com/berlinertafel.ev/posts/10158142462290014,Berliner Tafel e.V. hat Erzbischof Heiner Kochs Beitrag geteilt.,Link,2017-01-16 06:19:24,,23.0,4.0,31,43
191341015013_10158146865265014,https://www.facebook.com/berlinertafel.ev/posts/10158146865265014:0,"JA IST DENN SCHON WIEDER WEIHNACHTEN?  Was für eine tolle Aktion! IKEA Spandau hat pro verkauftem Adventskalender 1 € an die Berliner Tafel gespendet.. so kamen rund 20.000 € zusammen.  Vielen herzlichen Dank an IKEA für diese großartige Unterstützung und an die IKEA Kund*Innen, die einen Kalender gekauft haben!  Tack! <3",Photo,2017-01-17 05:13:26,4.0,47.0,1.0,86,153
191341015013_10158147780695014,https://www.facebook.com/berlinertafel.ev/posts/10158147780695014:0,UNKONVENTIONELL UND WOHLTÄTIG  Zum 60.Geburtstag von Sabine Werth kamen zahlreiche Gäste. Gratuliert haben unter anderem auch Berlins Sozialsenatorin Elke Breitenbach und Finanzsenator Dr. Matthias Kollatz-Ahnen.   Mehr Geburtstagsinfos findet Ihr hier: http://bit.ly/2jGxBhw,Photo,2017-01-17 09:13:29,2.0,19.0,0.0,50,70
191341015013_10158159811885014,https://www.facebook.com/berlinertafel.ev/posts/10158159811885014:0,TAFELBILDUNG  Gestern durften wir bei uns auf dem Großmarkt eine Besuchergruppe des Bildungszentrums Reinickendorf begrüßen. Wir haben uns sehr über das rege Interesse und die vielen Fragen gefreut und bedanken uns für den tollen Besuch!,Photo,2017-01-19 00:15:23,2.0,13.0,0.0,35,61
191341015013_10158160201635014,https://www.facebook.com/berlinertafel.ev/posts/10158160201635014:0,VORFREUDE  Morgen öffnet die Internationale Grüne Woche Berlin. Bis zum 29.01. stehen wir mit unserem Infostand täglich in der Halle 24. Nach Messeschluss sammeln wir die übriggebliebenen Lebensmittel ein und verteilen sie an soziale Einrichtungen.,Photo,2017-01-19 05:34:03,4.0,44.0,0.0,43,61
191341015013_10158212269215014,https://www.facebook.com/berlinertafel.ev/posts/10158212269215014,Einfach nur gut:,Photo,2017-01-27 05:49:13,,7.0,0.0,13,16
191341015013_10158225154755014,https://www.facebook.com/berlinertafel.ev/posts/10158225154755014:0,14 TONNEN LEBENSMITTEL GESAMMELT  Unsere Bilanz der Internationalen Grünen Woche vom 20. bis zum 29.01.2017: Wir konnten 14 Tonnen Lebensmittel in 10 Tagen sammeln und an viele soziale Einrichtungen verteilen. Herzlichen Dank an alle Unterstützerinnen und Unterstützer! http://bit.ly/2k8BjBf,Photo,2017-01-30 04:37:52,5.0,97.0,10.0,95,145
191341015013_10158225972150014,https://www.facebook.com/berlinertafel.ev/posts/10158225972150014,Herzlichen Dank an unsere Ehrenamtlichen! Ohne Eure Hilfe wäre das nicht möglich:,Status,2017-01-30 07:15:20,,30.0,0.0,54,65
191341015013_10158236565800014,https://www.facebook.com/berlinertafel.ev/posts/10158236565800014:0,"GEMÜSE DES MONATS FEBRUAR  Die Knolle stammt ursprünglich aus Nordamerika, ehe sie Anfang des 17. Jahrhunderts nach Frankreich kam und sich von dort in ganz Europa verbreitete. Sie trägt den Beinamen „Diabetikerkartoffel“, da sie ein bestimmtes Kohlenhydrat enthält, das auch für Diabetiker verträglich ist. Trotz der Ähnlichkeit mit einer Kartoffel muss die Topinambur vor dem Verzehr nicht gepellt werden und kann so zum Beispiel roh in Salaten oder gegart gegessen werden.",Photo,2017-02-01 04:50:06,,4.0,0.0,25,33
191341015013_10158236623330014,https://www.facebook.com/berlinertafel.ev/posts/10158236623330014,WIR SUCHEN...  ... eine neue Leitung für unsere Kinderkochkurse und für unsere Ehrenamtskoordination.  Hier findet ihr die ausführliche Stellenausschreibung:,Link,2017-02-01 10:01:01,12.0,28.0,4.0,205,248
191341015013_10158262423045014,https://www.facebook.com/berlinertafel.ev/posts/10158262423045014:0,"ENDSPURT  Die Suppe mit Sinn findet noch bis zum 28. Februar 2017 statt. Die teilnehmenden Gastronomen bieten in diesem Zeitraum eine Suppe an, von deren Erlös je ein Euro an die Berliner Tafel e.V. fließt. Die Idee hinter der Suppe mit Sinn: Das Essen eines warmen Gerichts unterstützt die Bedürftigen in der kalten Jahreszeit. Teilnehmende Restaurants: http://bit.ly/1sABmrr",Photo,2017-02-06 05:30:30,,13.0,1.0,33,41
191341015013_10158267150605014,https://www.facebook.com/berlinertafel.ev/posts/10158267150605014:0,"KIMBA KOCHT KONFITÜRE  Am kommenden Wochenende kocht KIMBA Konfitüre. Dafür benötigen wir eine Menge Zucker. Mithilfe der Spende von 90 Päckchen dennree Gelierzucker, die wir von denn’s Biomarkt erhalten haben, kann's nun losgehen.   Herzlichen Dank!",Photo,2017-02-07 05:28:59,1.0,17.0,0.0,31,49
191341015013_10158295282980014,https://www.facebook.com/berlinertafel.ev/posts/10158295282980014:0,50 TONNEN OBST UND GEMÜSE  Über 350 ehrenamtliche HelferInnen aus 18 Firmen sind am vergangenen Freitag mit uns durch die Messehallen gezogen und haben übriggebliebene Lebensmittel von der Fruit Logistica eingesammelt. Diese 50 Tonnen haben wir am Wochende sortiert. Jetzt werden sie an die LAIB und SEELE - Ausgabestellen verteilt. Vielen Dank an all die tatkräftigen HelferInnen!,Photo,2017-02-13 04:44:22,5.0,66.0,4.0,92,122
191341015013_10158300509900014,https://www.facebook.com/berlinertafel.ev/posts/10158300509900014,KIMBA's Konfitürekreationen:,Photo,2017-02-14 05:46:53,,18.0,0.0,35,50
191341015013_10158340399605014,https://www.facebook.com/berlinertafel.ev/posts/10158340399605014:0,"24. GEBURTSTAG  Heute vor 24 Jahren wurde die Berliner Tafel gegründet, ein guter Anlass für einen kleinen Rückblick:http://bit.ly/2m6ZPDq Herzlichen Dank an die vielen Menschen, die uns in all den Jahren so großartig unterstützt haben!",Photo,2017-02-21 00:55:42,13.0,126.0,7.0,80,125
191341015013_10158340761915014,https://www.facebook.com/berlinertafel.ev/posts/10158340761915014:0,SPENDEN STATT GESCHENKE  Ursa Kraenzlein und Dr. Renate Hellwig haben sich von der Spendenaktion zum 60. Geburtstag unserer Vorsitzenden Sabine Werth inspirieren lassen und anlässlich ihrer Geburtstage auch für uns gesammelt. Herzlichen Dank! Mehr Infos: http://bit.ly/2hKu944,Photo,2017-02-22 02:57:16,,19.0,0.0,28,34
191341015013_10158345446980014,https://www.facebook.com/berlinertafel.ev/posts/10158345446980014,Berliner Tafel e.V.s Titelbild,Photo,2017-02-22 04:42:44,,18.0,1.0,24,57
191341015013_10158349122150014,https://www.facebook.com/berlinertafel.ev/posts/10158349122150014:0,"WER, WENN NICHT ER?  Ganz herzlich gratulieren wir heute Dieter Puhl, Leiter der Bahnhofsmission Berlin Zoologischer Garten, zur Auszeichnung mit dem Verdienstorden der Bundesrepublik Deutschland am Bande. Vielen Dank für die tolle Zusammenarbeit über all die Jahre und dein Engagement für die Bedürftigen Berlins!",Photo,2017-02-23 00:56:30,2.0,101.0,4.0,72,95
191341015013_10158353588760014,https://www.facebook.com/berlinertafel.ev/posts/10158353588760014,"CISCO CATERING ZU GUNSTEN DER BERLINER TAFEL  Die letzten zwei Tage haben wir die Möglichkeit gehabt, auf der Cisco Live! 2017, eine der größten IT Schulungsveranstaltungen Europas, überschüssige Lebensmittel ihres Caterings einzusammeln. Von Spinat über Süßkartoffeln bis hin zu Ananas und Äpfeln waren viele Leckereien dabei, die nun an bedürftige Berliner verteilt werden. Vielen Dank an Cisco für diese tolle Zusammenarbeit!   -------------------------------------------------------------------  FROM CISCO'S KITCHENS TO BERLINERS' TABLES  It was wonderful to partner this year with Cisco Live! 2017, the IT industry's premier education and training event in Europe, where we had the opportunity to collect leftover catering and produce from 3 of their kitchens at the Messe Berlin convention center.  We rescued enough food, from spinach to sweet potatoes, apples to pineapples, and much more, to help hundreds of Berliners in need and wholeheartedly thank Cisco for the fantastic cooperation!",Photo,2017-02-24 10:58:19,1.0,47.0,0.0,82,486
191341015013_10158376165075014,https://www.facebook.com/berlinertafel.ev/posts/10158376165075014:0,"GEMÜSE DES MONATS MÄRZ  Ursprünglich stammte die Kohlart aus Asien, ehe sie schließlich nach Europa kam und hier vor allem in Frankreich und Italien angebaut wurde. Obwohl der Blumenkohl hierzulande für seine weiße Farbe bekannt ist, gibt es ihn auch in violetten, gelben oder grünen Variationen. Das Gemüse ist reich an Vitamin C und Folsäure und enthält darüber hinaus Magnesium, Calcium und Phosphat. Wer eine andere Art der Zubereitung ausprobieren möchte, hat von Braten, Dämpfen, Garen, Pürieren viele Möglichkeiten und könnte es auch mit einem Pizzaboden aus Blumenkohl probieren.",Photo,2017-03-01 04:45:07,1.0,9.0,0.0,24,29
191341015013_10158401060670014,https://www.facebook.com/berlinertafel.ev/posts/10158401060670014,WIR SUCHEN...  ... eine*n Mitarbeiter*in für unsere Öffentlichkeitsarbeit. Hier findet ihr die ausführliche Stellenausschreibung:,Link,2017-03-06 05:50:18,16.0,36.0,1.0,208,275
191341015013_10158411850430014,https://www.facebook.com/berlinertafel.ev/posts/10158411850430014:0,"WELTFRAUENTAG  Was wäre die Berliner Tafel ohne die vielen starken Frauen, die sie ehrenamtlich unterstützen? Vielen Dank an euch, Ihr seid großartig!",Photo,2017-03-08 04:04:07,1.0,22.0,0.0,14,22
191341015013_10158460550755014,https://www.facebook.com/berlinertafel.ev/posts/10158460550755014:0,"TRAUER UM DIE ""TRUTZBURG"" DER BERLINER TAFEL  Die Berliner Tafel trauert um Raymond Cole, einen langjährigen ehrenamtlichen Mitarbeiter. http://bit.ly/2nh7cvw",Photo,2017-03-17 06:27:11,1.0,49.0,12.0,153,299
191341015013_10158460691800014,https://www.facebook.com/berlinertafel.ev/posts/10158460691800014,WIR SUCHEN...  - eine*n Assistent*in für unsere Geschäftsführung  - eine*n ehrenamtliche*n Mitarbeiter*in für unser Fundraising-Team.  Hier findet ihr die ausführliche Stellenausschreibungen:,Link,2017-03-17 11:01:02,4.0,5.0,1.0,37,46
191341015013_10158474639760014,https://www.facebook.com/berlinertafel.ev/posts/10158474639760014:0,"DER FRÜHLING ZIERT SICH NOCH ETWAS....  ... aber nachdem nun auch der Kalender heute den Frühlingsanfang verkündet, kann es nicht mehr lange dauern. Bis dahin erfreuen wir uns an diesen schönen Blüten.",Photo,2017-03-20 06:01:43,,6.0,0.0,10,12
191341015013_10158494232400014,https://www.facebook.com/berlinertafel.ev/posts/10158494232400014,"Wir gratulieren unserem Kooperationspartner Vostel zu der Nominierung für den Deutschen Integrationspreis!  Congratulations to our wonderful partner, Vostel, who has been nominated for the Deutschen Integrationspreis!",SharedVideo,2017-03-24 05:57:48,,8.0,0.0,21,28
191341015013_10158512391025014,https://www.facebook.com/berlinertafel.ev/posts/10158512391025014:0,"AUS EINS MACH ZWEI  Einkaufen gehen, einen Artikel mehr kaufen und spenden – so einfach ist die Aktion „Eins mehr!“. Vom 29.03. bis zum 15.04.2017 sammeln Ehrenamtliche in 34 Berliner Supermärkten Lebensmittel für Bedürftige. Mehr Infos und die Liste der teilnehmenden Märkte: bit.ly/2o5dMFW",Photo,2017-03-28 02:09:59,6.0,28.0,0.0,41,64
191341015013_10158549968635014,https://www.facebook.com/berlinertafel.ev/posts/10158549968635014:0,"GEMÜSE DES MONATS APRIL  Beliebt, fruchtig und sehr lecker: Die Tomate stammt ursprünglich aus Südamerika, wo sie von den Mayas und Azteken gezüchtet wurde. Nach Europa kam sie durch die spanischen Eroberer und begann im 16. Jahrhundert hier ihren Siegeszug. Tomaten sind äußerst gesund, da sie sowohl einen hohen Anteil an Vitamin C und Mineralstoffen enthalten als auch zu 95% aus Wasser bestehen. Von unreifen Früchten sollte man allerdings unbedingt die Finger lassen, die Tomatenpflanze gehört zu den Nachtschattengewächsen und enthält Giftstoffe, die erst beim Reifen verschwinden.",Photo,2017-04-05 05:02:28,1.0,10.0,0.0,15,17
191341015013_10158579491480014,https://www.facebook.com/berlinertafel.ev/posts/10158579491480014,WIR SUCHEN...  - eine*n Bundesfreiwillige*n für den Bereich Presse/Öffentlichkeitsarbeit - eine*n Bundesfreiwillige*n für den Bereich Ehrenamtskoordination und Corporate und International Volunteering  Habt ihr Lust uns zu unterstützen? Wir freuen uns auf eure Bewerbungen!,Link,2017-04-10 01:22:33,11.0,23.0,3.0,99,121
191341015013_10158580408360014,https://www.facebook.com/berlinertafel.ev/posts/10158580408360014,LUST AUF GUTE TATEN?,Link,2017-04-10 05:27:26,18.0,41.0,8.0,136,184
191341015013_10158591726930014,https://www.facebook.com/berlinertafel.ev/posts/10158591726930014:0,VORWÜRFE GEGEN EHRENAMTLICHE   Einem Fernsehbericht zufolge sollen Ehrenamtliche von LAIB und SEELE Lebensmittel unterschlagen haben. Die Berliner Tafel nimmt dazu Stellung: http://bit.ly/2oXhnX7,Photo,2017-04-12 05:05:26,8.0,20.0,14.0,163,264
191341015013_10158643845595014,https://www.facebook.com/berlinertafel.ev/posts/10158643845595014,"Am 23. April gibt es in der Nähe des Gesundbrunnens ein interkulturelles Frühlingsfest mit Tanzmusik und arabischem Buffet.  Die Speisekarte wird unterstützt von der Wedding hilft! Bürgerinitiative für Geflüchtete in BerlinKoch-Gruppe, Cooking for Peace Berlin, The Real Junk Food Project, AWO Refugium Gotenburger Straße und der PA58.  Unser KIMBA-Koch Lukas ist auch dabei und zaubert leckere Gerichte. Wir empfehlen: unbedingt hingehen!",Link,2017-04-21 05:32:27,,20.0,0.0,39,47
191341015013_10158667908845014,https://www.facebook.com/berlinertafel.ev/posts/10158667908845014:0,"10. BERLINER FREIWILLIGENBÖRSE  Hast Du am Wochenende schon was vor? – Nein? Dann besuche uns an unserem Informationsstand am Samstag auf der Berliner Freiwilligenbörse im Roten Rathaus!  Neben 100 anderen wohltätigen Organisationen werden wir von 11 bis 17 Uhr vor Ort sein und die Besucher*innen darüber informieren, in welchen Bereichen sie sich sozial bei uns engagieren können.  Haben wir Dich neugierig gemacht? Alle Informationen rund um die Berliner Freiwilligenbörse findet ihr unter: www.berliner-freiwilligenboerse.de/  Wir freuen uns auf Deinen Besuch!",Photo,2017-04-26 02:31:56,3.0,6.0,0.0,34,52
191341015013_10158668202950014,https://www.facebook.com/berlinertafel.ev/posts/10158668202950014,Am 28. April lädt die Initiative Meet & Eat erneut zum kulinarischen Treffen im Stadtteilzentrum Pankow ein. Der Kochabend - diesmal unter dem Motto „Dominikanische Republik“ - wird von der Berliner Tafel mit Lebensmittelspenden unterstützt! Anmelden könnt Ihr Euch unter familienzentrum@stz-pankow.de   Lasst es Euch schmecken!,Link,2017-04-26 04:45:28,,9.0,0.0,10,10
191341015013_10158677879735014,https://www.facebook.com/berlinertafel.ev/posts/10158677879735014:0,"LUXEMBOURG LANDS IN BERLIN  Zum Wochenstart durften wir eine Gruppe von Schüler*innen aus Luxemburg bei uns auf dem Großmarkt willkommen heißen, die im Rahmen eines Studienprojektes mehrere Organisationen in Berlin besuchten. Für die Fachrichtung Soziologie wurde die Berliner Tafel gewählt und wir haben uns gefreut, ihnen die verschiedenen Bereiche unserer Arbeit näher bringen zu können.  Vielen Dank für den Besuch! Vielmals Merci! __________________________________________________  It was lovely to begin the week by welcoming to the Großmarkt a group of thoughtful students from Luxembourg. As part of their studies, they spent several days in Berlin at various organizations which specialize in the subjects they are taking. In the area of Sociology, they chose the Berliner Tafel and we were able to give them a glimpse behind the scenes of the work we do.  Many thanks for the visit! Vielmals Merci!",Photo,2017-04-28 06:16:53,3.0,40.0,1.0,120,236
191341015013_10158696658030014,https://www.facebook.com/berlinertafel.ev/posts/10158696658030014:0,VORWÜRFE GEGEN EHRENAMTLICHE   Die Berliner Tafel prüft die erhobenen Vorwürfe gegen Ehrenamtliche und informiert über den aktuellen Stand der Ergebnisse: http://bit.ly/2qomGiH,Photo,2017-05-02 06:11:33,2.0,15.0,7.0,261,471
191341015013_10158705835265014,https://www.facebook.com/berlinertafel.ev/posts/10158705835265014:0,"GEMÜSE DES MONATS MAI  Grün, knackig und allseits bekannt: Die grüne Bohne oder auch Gartenbohne ist aus unseren Küchen nicht wegzudenken. Ursprünglich stammte sie aus Mittel- und Südamerika, ehe sie im 16. Jahrhundert nach Europa kam. Sowohl die Hülsen als auch die Samen sind komplett verzehrbar, da die Gartenbohne allerdings einen schädlichen Eiweißstoff enthält, muss sie vorher mindestens 10-15 Min. gekocht werden. Danach steht dem Genuss mit oder ohne Speck ummantelt, im Eintopf oder als Salatzutat nichts im Weg.",Photo,2017-05-04 02:46:00,,2.0,2.0,32,62
191341015013_10158706201970014,https://www.facebook.com/berlinertafel.ev/posts/10158706201970014,WIR SUCHEN ehrenamtliche Fahrer*innen für unser KIMBAmobil,Photo,2017-05-04 05:16:26,,12.0,0.0,41,59
191341015013_10158708031120014,https://www.facebook.com/berlinertafel.ev/posts/10158708031120014,LUST AUF EIN KULINARISCHES KONZERT-HIGHLIGHT?,Photo,2017-05-04 12:45:18,,7.0,0.0,20,33
191341015013_10158725491115014,https://www.facebook.com/berlinertafel.ev/posts/10158725491115014,"Es ist jetzt noch einfacher, bei Berliner Tafel e.V.s Aktualisierungen auf dem Laufenden zu bleiben.",Link,2017-05-08 04:51:02,,2.0,0.0,16,16
191341015013_10158740021710014,https://www.facebook.com/berlinertafel.ev/posts/10158740021710014:0,"DIE BERLINER TAFEL NIMMT ABSCHIED VON Ray   Mit Raymond Cole haben wir einen wertvollen Menschen, Freund und langjährigen Mitarbeiter verloren.  Am Freitag, 19.05.2017 um 12.30 Uhr verabschieden wir uns von Ray. Die Beisetzung findet auf dem katholischen Friedhof, Liesenstr. 6, 10115 Berlin-Mitte statt. http://bit.ly/2q8vJlr",Photo,2017-05-11 09:00:00,,25.0,1.0,76,100
191341015013_10158744666490014,https://www.facebook.com/berlinertafel.ev/posts/10158744666490014,Berliner Tafel e.V.s Titelbild,Photo,2017-05-12 04:20:30,,14.0,0.0,17,27
191341015013_10158760586705014,https://www.facebook.com/berlinertafel.ev/posts/10158760586705014:0,"BUNDESFREIWILLIGENDIENST bei der BERLINER TAFEL  Nach einem Jahr müssen wir unsere engagierten Bufdis nun bald ziehen lassen.   Zum 1. August suchen wir daher Nachfolger*innen für die Bereiche…  - Presse und Öffentlichkeitsarbeit - Ehrenamtskoordination / Corporate und International Volunteering - Fundraising - KIMBA Kochkurse - LAIB und SEELE  - Hygiene   Habt ihr Lust auf vielseitige Projekte, gute Taten und ein tolles Team?  Dann freuen wir uns auf Eure Bewerbungen! http://bit.ly/1S4cKRn",Photo,2017-05-15 09:00:00,5.0,22.0,0.0,91,205
191341015013_10158782023775014,https://www.facebook.com/berlinertafel.ev/posts/10158782023775014:0,SELBSTVERPFLICHTUNG FÜR EHRENAMTLICHE  Der LAIB und SEELE-Beirat hat für alle LAIB und SEELE-Ehrenamtlichen eine Selbstverpflichtung verfasst.   Hier findet Ihr unsere aktuelle Presseinformation dazu: http://bit.ly/2qyf90c,Photo,2017-05-19 08:00:00,1.0,6.0,0.0,67,106
191341015013_10158798775110014,https://www.facebook.com/berlinertafel.ev/posts/10158798775110014:0,"""DU SIEHST MICH""   Unter diesem Motto steht der diesjährige Deutsche Evangelische Kirchentag, der vom 24. bis zum 27. Mai in Berlin stattfindet. Die Losung erinnert uns an die Bedeutung gegenseitiger Anerkennung, Wertschätzung und Zuwendung - Aspekte, die für die Arbeit der Berliner Tafel grundlegend sind.  Daher sind natürlich auch wir an allen Programmtagen vertreten! Wo und Wann? - Darüber halten wir Euch hier täglich auf dem Laufenden.   Weitere Infos findet Ihr auch auf unserer Website: http://bit.ly/2pSjVa9",Photo,2017-05-22 08:30:00,,3.0,0.0,26,37
